,loss_per_100_songs,epoch_training_time
23,"[6.316768169403076, 5.03786563873291, 4.687723159790039, 4.612003803253174, 5.030571937561035, 4.649712085723877, 3.914780616760254, 4.044488906860352, 4.947637557983398, 4.257687091827393, 5.428680419921875, 5.306711196899414, 4.40859317779541, 5.440236568450928, 5.240653038024902, 4.117722034454346, 4.972649097442627, 3.947840452194214, 4.958558559417725, 4.927650451660156, 3.995162010192871, 5.297253608703613, 4.531153202056885, 4.668107509613037, 4.7191481590271, 4.354475021362305, 4.953380107879639, 4.826289176940918, 4.675102710723877, 4.499645233154297, 3.959120273590088, 4.602663040161133, 4.526242733001709, 4.692174911499023, 4.504707336425781, 4.484421730041504, 4.762240409851074, 4.886646270751953, 4.9290995597839355, 5.343772888183594, 4.665179252624512, 4.169148921966553, 4.466702938079834, 4.849401473999023, 4.763665199279785, 4.571856498718262, 3.8851423263549805, 4.202666282653809, 4.864245891571045, 5.424929141998291, 4.357675075531006, 4.743344783782959, 4.929848670959473, 4.6009650230407715, 4.66443395614624, 4.724562168121338, 4.729436874389648, 4.774927616119385, 4.456520080566406, 5.522548198699951, 4.997528553009033, 5.3671793937683105, 4.807428359985352, 4.508291721343994, 4.697093486785889, 4.8557538986206055, 4.709864616394043, 5.9906206130981445, 4.854650020599365, 4.415707588195801, 4.567806720733643, 4.58169412612915, 4.595315933227539, 4.8937530517578125, 5.352532863616943, 5.207291603088379, 4.822242259979248, 4.068039894104004, 5.678133010864258, 4.580066204071045, 3.949613571166992, 4.3939433097839355, 4.3972368240356445, 5.211541175842285, 5.2955803871154785, 4.263861656188965, 4.334586143493652, 4.821544647216797, 4.559800624847412, 4.780032157897949, 4.4892168045043945, 4.466585159301758, 5.273590564727783, 5.049810409545898, 4.960829734802246, 5.024014949798584, 4.898916244506836, 4.235822677612305, 4.195886135101318, 4.538350582122803, 4.329354763031006, 4.743431091308594, 4.1409101486206055, 4.808784008026123, 5.434283256530762, 5.578183650970459, 5.047957420349121]",-414.29687666893005
24,"[6.288579940795898, 4.951888084411621, 4.647586345672607, 4.713111400604248, 5.008182048797607, 4.634176731109619, 3.897076368331909, 4.031647682189941, 4.981635570526123, 4.36402702331543, 5.3229475021362305, 5.329979419708252, 4.404729843139648, 5.625891208648682, 5.229175567626953, 4.135392665863037, 4.976770401000977, 3.944082260131836, 4.938113212585449, 4.918890476226807, 4.0277018547058105, 5.3176751136779785, 4.570494651794434, 4.646114826202393, 4.5997700691223145, 4.3688764572143555, 4.946089744567871, 4.644355773925781, 4.643437385559082, 4.486486434936523, 3.9213521480560303, 4.642542839050293, 4.478036880493164, 4.656672477722168, 4.510878562927246, 4.4959516525268555, 4.79282808303833, 4.930295944213867, 4.970618724822998, 5.263944149017334, 4.691285133361816, 4.266506671905518, 4.49167013168335, 4.907768249511719, 4.7418437004089355, 4.544731616973877, 3.846245288848877, 4.3468852043151855, 4.961182594299316, 5.399515151977539, 4.344837188720703, 4.7823333740234375, 4.8786702156066895, 4.513806343078613, 4.44327449798584, 4.8716044425964355, 4.674006938934326, 4.734699726104736, 4.4711384773254395, 5.575883865356445, 4.885824680328369, 5.363794326782227, 4.525721549987793, 4.485349655151367, 4.659833908081055, 4.984793186187744, 4.6866068840026855, 5.676459312438965, 4.803277969360352, 4.414247512817383, 4.564032554626465, 4.609652042388916, 4.683043956756592, 4.805349826812744, 5.287350654602051, 5.32749080657959, 5.011033535003662, 4.091310977935791, 5.663872718811035, 4.679666996002197, 3.8952786922454834, 4.491959571838379, 4.437872409820557, 5.332861423492432, 5.2419328689575195, 4.244976997375488, 4.389436721801758, 4.809435844421387, 4.545889854431152, 4.757697105407715, 4.482695579528809, 4.450460433959961, 5.277123928070068, 5.060810089111328, 4.946362495422363, 5.046682834625244, 5.089277267456055, 4.279635429382324, 4.252841472625732, 4.583528995513916, 4.3240580558776855, 4.790830135345459, 4.304159164428711, 4.7690911293029785, 5.434689521789551, 5.597263336181641, 4.90344762802124]",-418.8182592391968
25,"[6.353713035583496, 4.986761569976807, 4.6394944190979, 4.616116523742676, 4.9933180809021, 4.6436638832092285, 4.0591230392456055, 4.089683532714844, 4.979083061218262, 4.320652961730957, 5.2014594078063965, 5.424130439758301, 4.434387683868408, 5.53126335144043, 5.220435619354248, 4.168633460998535, 4.964940071105957, 4.060550212860107, 4.93000602722168, 4.979157447814941, 4.023150444030762, 5.290131092071533, 4.587856292724609, 4.665805339813232, 4.7722272872924805, 4.4599175453186035, 4.979769229888916, 4.592827320098877, 4.727456092834473, 4.514312744140625, 3.967456817626953, 4.619490623474121, 4.505239486694336, 4.7634358406066895, 4.544867038726807, 4.513912677764893, 4.630277156829834, 4.875094413757324, 4.970332145690918, 5.332058906555176, 4.707724571228027, 4.261765480041504, 4.558703422546387, 4.892755031585693, 4.735719680786133, 4.450750350952148, 3.968843936920166, 4.212643623352051, 5.007364749908447, 5.415815830230713, 4.391905784606934, 4.797732353210449, 4.889225482940674, 4.6263275146484375, 4.449392318725586, 4.705328464508057, 4.752307415008545, 4.72794771194458, 4.491742134094238, 5.556499481201172, 4.8504204750061035, 5.260190963745117, 4.480066776275635, 4.609659194946289, 4.601578712463379, 4.916751861572266, 4.671950340270996, 5.7505879402160645, 4.8214311599731445, 4.345879554748535, 4.624438285827637, 4.5621867179870605, 4.543100357055664, 4.954273700714111, 5.2041544914245605, 5.203019618988037, 4.7483320236206055, 4.0480875968933105, 5.635159969329834, 4.6280059814453125, 3.913938283920288, 4.3578619956970215, 4.4358038902282715, 5.200403213500977, 5.5472731590271, 4.219987869262695, 4.367875099182129, 4.918033123016357, 4.540139198303223, 4.77769660949707, 4.556091785430908, 4.409666538238525, 5.227910041809082, 4.98354434967041, 4.922679901123047, 5.128299713134766, 5.0877251625061035, 4.3861918449401855, 4.25150203704834, 4.521775245666504, 4.277316093444824, 4.779575824737549, 4.181962013244629, 4.686703681945801, 5.42972469329834, 5.510883808135986, 4.92759370803833]",-417.98464274406433
26,"[6.328371047973633, 4.9796462059021, 4.7284345626831055, 4.603036403656006, 5.118621826171875, 4.626501560211182, 3.983132839202881, 4.024404525756836, 4.889286994934082, 4.282127380371094, 5.445348739624023, 5.394109725952148, 4.391118049621582, 5.530900478363037, 5.2628374099731445, 4.133103370666504, 5.042080402374268, 3.958484649658203, 5.021669387817383, 4.941978454589844, 3.946225166320801, 5.283802032470703, 4.5261125564575195, 4.778676509857178, 4.70932674407959, 4.381346702575684, 4.960089683532715, 4.639196395874023, 4.654090404510498, 4.4693193435668945, 3.9671714305877686, 4.602493762969971, 4.490760803222656, 4.703956604003906, 4.456428527832031, 4.480154037475586, 4.60789680480957, 5.330201148986816, 4.939988136291504, 5.177140235900879, 4.656130790710449, 4.2047905921936035, 4.441494941711426, 4.905811309814453, 4.697361946105957, 4.512719631195068, 3.939588785171509, 4.266242504119873, 4.8501877784729, 5.443187236785889, 4.402787685394287, 4.824239253997803, 4.889565944671631, 4.587174892425537, 4.623460292816162, 4.611730098724365, 4.729137420654297, 4.710788249969482, 4.555032253265381, 5.570289611816406, 4.888003349304199, 5.329380512237549, 4.576550483703613, 4.593043804168701, 4.517640113830566, 4.837222099304199, 4.673707485198975, 5.735537528991699, 4.814460277557373, 4.368807792663574, 4.67706298828125, 4.536612510681152, 5.210873603820801, 4.795108318328857, 5.246595859527588, 5.241004467010498, 4.908906936645508, 4.014934539794922, 5.5832061767578125, 4.533811569213867, 3.907299280166626, 4.403975009918213, 4.449148178100586, 5.178308963775635, 5.2843756675720215, 4.235713958740234, 4.382743835449219, 4.843256950378418, 4.591241836547852, 4.7287187576293945, 4.477394104003906, 4.370110988616943, 5.240755558013916, 5.064599514007568, 5.043193817138672, 5.109526634216309, 4.9606733322143555, 4.402471542358398, 4.216102600097656, 4.5749287605285645, 4.353146076202393, 4.684484481811523, 4.055072784423828, 4.6951375007629395, 5.414420127868652, 5.556632995605469, 4.8978590965271]",-412.49612760543823
27,"[6.376189708709717, 5.057215690612793, 4.760331153869629, 4.54674768447876, 4.998044013977051, 4.642353057861328, 4.077920913696289, 4.017928123474121, 4.933495044708252, 4.281224727630615, 5.359897136688232, 5.465468406677246, 4.433053970336914, 5.408788681030273, 5.1592912673950195, 4.132144451141357, 5.061028480529785, 3.9882452487945557, 4.981149673461914, 4.935178756713867, 3.9954354763031006, 5.269803047180176, 4.627458095550537, 4.757386207580566, 4.814096450805664, 4.384056091308594, 4.997819423675537, 4.768568992614746, 4.698540687561035, 4.470765113830566, 3.9316604137420654, 4.597629547119141, 4.5237836837768555, 5.051560401916504, 4.431328773498535, 4.516314506530762, 4.640793800354004, 4.904269218444824, 4.956550121307373, 5.242822647094727, 4.724412441253662, 4.216796398162842, 4.484896659851074, 5.0297393798828125, 4.727657794952393, 4.508062362670898, 3.9023218154907227, 4.216947078704834, 4.974590301513672, 5.352679252624512, 4.364582538604736, 4.8407087326049805, 4.979063034057617, 4.631374359130859, 4.4854536056518555, 4.67524528503418, 4.709534645080566, 4.673690319061279, 4.576080799102783, 5.665816783905029, 4.88082218170166, 5.527374267578125, 4.498349189758301, 4.525086402893066, 4.597417831420898, 4.924764156341553, 4.6659064292907715, 5.719815254211426, 4.824275493621826, 4.330806255340576, 4.700222969055176, 4.583164215087891, 5.640564918518066, 4.826586723327637, 5.259832859039307, 5.234530448913574, 4.927393913269043, 4.023453712463379, 5.624205112457275, 4.650950908660889, 3.856771230697632, 4.553532123565674, 4.479079246520996, 5.38400936126709, 5.18364143371582, 4.303761959075928, 4.3731279373168945, 5.025899887084961, 4.586458206176758, 4.79529333114624, 4.523139953613281, 4.512287616729736, 5.258793830871582, 5.01137113571167, 4.968198776245117, 5.103414058685303, 5.194580078125, 4.319647312164307, 4.201302528381348, 4.62129020690918, 4.365780353546143, 4.7459869384765625, 4.031744003295898, 4.694465637207031, 5.458761215209961, 5.560127258300781, 5.043830871582031]",-411.12817096710205
28,"[6.304409027099609, 5.035788059234619, 4.8398308753967285, 4.623659133911133, 5.055016040802002, 4.723847389221191, 4.125315189361572, 4.137558460235596, 4.93785285949707, 4.295297622680664, 5.345631122589111, 5.430075168609619, 4.519837379455566, 5.523991584777832, 5.3249430656433105, 4.192545413970947, 5.111292839050293, 4.053214073181152, 5.015007495880127, 5.008257865905762, 4.016556739807129, 5.280572891235352, 4.6274638175964355, 4.770879745483398, 4.91969633102417, 4.377172470092773, 4.998643398284912, 4.648987293243408, 4.633503437042236, 4.450068473815918, 3.932954788208008, 4.622636318206787, 4.5062079429626465, 4.7501726150512695, 4.529325485229492, 4.5705132484436035, 4.578834533691406, 4.953924655914307, 5.008001327514648, 5.218501091003418, 4.7357940673828125, 4.2204461097717285, 4.530302047729492, 5.019195556640625, 4.795058250427246, 4.620023727416992, 3.9503026008605957, 4.236729621887207, 4.9774627685546875, 5.432461738586426, 4.2884368896484375, 4.802889347076416, 4.950927734375, 4.6184258460998535, 4.602870464324951, 4.824290752410889, 4.717801570892334, 4.662397861480713, 4.625524044036865, 5.761864185333252, 4.8515801429748535, 5.588326930999756, 4.552469253540039, 4.493229389190674, 4.581740856170654, 4.828862190246582, 4.6468095779418945, 5.686184883117676, 4.907605171203613, 4.356387615203857, 4.655213356018066, 4.61952018737793, 4.499417304992676, 4.729562282562256, 5.2553253173828125, 5.189924240112305, 5.041656017303467, 4.020951271057129, 5.6399054527282715, 4.619778633117676, 3.9255900382995605, 4.435338020324707, 4.549868106842041, 5.227298736572266, 5.2391438484191895, 4.2579545974731445, 4.464495658874512, 4.802724838256836, 4.649315357208252, 4.706390857696533, 4.485278606414795, 4.4357523918151855, 5.258317947387695, 5.018372058868408, 5.029633045196533, 5.051997661590576, 5.231808662414551, 4.458999156951904, 4.174356937408447, 4.601813316345215, 4.403350830078125, 4.790252208709717, 4.051768779754639, 4.8232903480529785, 5.432889938354492, 5.5285491943359375, 5.1998090744018555]",-413.61471366882324
29,"[6.290072441101074, 5.06067419052124, 4.811380863189697, 4.577457904815674, 4.975411891937256, 4.7612504959106445, 3.9042129516601562, 4.12121057510376, 4.9203009605407715, 4.307688236236572, 5.360177040100098, 5.397819995880127, 4.5249176025390625, 5.533871650695801, 5.268779754638672, 4.179337024688721, 4.9709625244140625, 3.995708703994751, 5.037591457366943, 4.986639022827148, 4.06942892074585, 5.364526748657227, 4.5527777671813965, 4.808932781219482, 4.866680145263672, 4.3433709144592285, 4.990630626678467, 4.589261054992676, 4.569911956787109, 4.374414443969727, 3.9812417030334473, 4.648103713989258, 4.53023624420166, 4.737791061401367, 4.457813262939453, 4.534700393676758, 4.597066879272461, 4.99251127243042, 5.147721767425537, 5.213143825531006, 4.772372245788574, 4.242457866668701, 4.524587154388428, 4.957284927368164, 4.708351135253906, 4.502179145812988, 3.9692037105560303, 4.2526469230651855, 4.982226371765137, 5.343402862548828, 4.396698951721191, 4.8032121658325195, 4.94105339050293, 4.710235595703125, 4.703984260559082, 4.828176975250244, 4.705224514007568, 4.633811950683594, 4.887792587280273, 5.930535316467285, 4.864229679107666, 5.56999397277832, 4.65123987197876, 4.499905586242676, 4.48677396774292, 4.8842620849609375, 4.741847515106201, 5.933455467224121, 4.900924205780029, 4.424353122711182, 4.701348304748535, 4.668991565704346, 4.446702003479004, 4.664495944976807, 5.277041435241699, 5.154010772705078, 4.8004608154296875, 3.956087589263916, 5.681849002838135, 4.597857475280762, 4.086806297302246, 4.334643363952637, 4.519258499145508, 5.223468780517578, 5.348132133483887, 4.216244697570801, 4.536519527435303, 4.849929332733154, 4.586441993713379, 4.755152702331543, 4.4872565269470215, 4.369399547576904, 5.2380571365356445, 4.983739852905273, 5.198076248168945, 5.118551731109619, 4.895515441894531, 4.562982082366943, 4.2442121505737305, 4.437704086303711, 4.320362567901611, 4.596292018890381, 4.051607131958008, 4.699355602264404, 5.377205848693848, 5.524921417236328, 5.141324043273926]",-409.72638750076294
30,"[6.235788345336914, 5.1221771240234375, 4.804762840270996, 4.550819396972656, 4.968743801116943, 4.699288845062256, 3.845796823501587, 4.158018112182617, 4.911640644073486, 4.355738639831543, 5.307433605194092, 5.403838157653809, 4.582176685333252, 5.513993263244629, 5.2830610275268555, 4.169313430786133, 4.943848133087158, 3.995000123977661, 4.966122627258301, 5.008037567138672, 4.027281284332275, 5.28635311126709, 4.621361255645752, 4.743918418884277, 4.71901273727417, 4.345574378967285, 5.005765914916992, 4.570892333984375, 4.540798187255859, 4.375504493713379, 3.878826379776001, 4.595943450927734, 4.476078510284424, 4.798678398132324, 4.430612087249756, 4.552119731903076, 4.577279567718506, 5.0106658935546875, 5.0877461433410645, 5.217082977294922, 4.757793426513672, 4.251749515533447, 4.578420639038086, 4.870762825012207, 4.7006425857543945, 4.511988162994385, 3.9710514545440674, 4.203869819641113, 4.980469226837158, 5.424232482910156, 4.416747570037842, 4.778797626495361, 4.877861022949219, 4.677412033081055, 4.60943603515625, 5.13191556930542, 4.652060031890869, 4.690732955932617, 4.611499309539795, 5.487040996551514, 4.84722900390625, 5.343496322631836, 4.599110126495361, 4.454649925231934, 4.502130031585693, 4.8739166259765625, 4.671231746673584, 5.714515209197998, 4.99385404586792, 4.4046173095703125, 4.679418563842773, 4.574588298797607, 4.567956447601318, 4.700129985809326, 5.443916320800781, 5.107806205749512, 4.746888637542725, 3.9693751335144043, 5.638714790344238, 4.550437927246094, 3.9624292850494385, 4.372931003570557, 4.526144504547119, 5.223842620849609, 5.2117719650268555, 4.183285236358643, 4.484170436859131, 4.793417453765869, 4.517814636230469, 4.649362087249756, 4.472901821136475, 4.425384998321533, 5.23349142074585, 4.9552741050720215, 5.116268157958984, 5.213165760040283, 4.825859069824219, 4.552454948425293, 4.149724006652832, 4.578673839569092, 4.255774974822998, 4.642155647277832, 4.010038375854492, 4.827988147735596, 5.4203572273254395, 5.517693519592285, 5.124009609222412]",-415.05898094177246
31,"[6.421532154083252, 5.22701358795166, 4.718791961669922, 4.6149678230285645, 4.956619739532471, 4.622714996337891, 3.829129695892334, 4.127045631408691, 4.9648756980896, 4.257195949554443, 5.418071746826172, 5.432734966278076, 4.536508560180664, 5.46207857131958, 5.336373329162598, 4.16088342666626, 4.945592880249023, 4.003911972045898, 5.05226993560791, 4.951584339141846, 3.9807698726654053, 5.291470527648926, 4.6189422607421875, 4.7758684158325195, 4.751075744628906, 4.349344253540039, 4.9569501876831055, 4.59821891784668, 4.515834808349609, 4.383031368255615, 3.879004716873169, 4.6600565910339355, 4.50809907913208, 4.72858190536499, 4.46897029876709, 4.598423480987549, 4.588205337524414, 4.975099563598633, 5.158999919891357, 5.485095977783203, 4.7336649894714355, 4.152636528015137, 4.531801223754883, 4.828161716461182, 4.678520679473877, 4.390841007232666, 4.123345851898193, 4.200713634490967, 4.959576606750488, 5.4194841384887695, 4.4152960777282715, 4.8044047355651855, 4.866302013397217, 4.586150169372559, 4.905811786651611, 5.113831043243408, 4.667941570281982, 4.725330829620361, 4.603861331939697, 5.585803985595703, 4.839080810546875, 5.375397682189941, 4.62387752532959, 4.4763503074646, 4.560362339019775, 4.840014934539795, 4.658403396606445, 5.750768661499023, 4.873205661773682, 4.382999420166016, 4.64808464050293, 4.572662353515625, 6.056590557098389, 4.773477077484131, 5.162325859069824, 5.155162334442139, 4.936588764190674, 3.9271912574768066, 5.631524085998535, 4.567684173583984, 3.942197799682617, 4.349732398986816, 4.5781354904174805, 5.129086494445801, 5.203255653381348, 4.185945987701416, 4.4987993240356445, 4.69543981552124, 4.498811721801758, 4.759188652038574, 4.576589584350586, 4.464090824127197, 5.458003997802734, 4.968306541442871, 5.056707859039307, 5.3004374504089355, 4.769145965576172, 4.520257472991943, 4.162444591522217, 4.55007791519165, 4.281312942504883, 4.549839019775391, 5.423242092132568, 4.859120845794678, 5.529302597045898, 5.484702110290527, 5.014795780181885]",-415.66887283325195
32,"[6.372087478637695, 5.108218193054199, 4.813804626464844, 4.6560516357421875, 4.9068708419799805, 4.674533843994141, 3.8316400051116943, 4.1196393966674805, 5.101011753082275, 4.290666580200195, 5.321943283081055, 5.506747722625732, 4.549964904785156, 5.421039581298828, 5.344560146331787, 4.176610946655273, 5.000533580780029, 4.018888473510742, 4.906734943389893, 4.913636207580566, 4.05502986907959, 5.278857231140137, 4.537088871002197, 4.728139877319336, 4.765623092651367, 4.343116760253906, 5.038689136505127, 4.599647045135498, 4.577407360076904, 4.416297435760498, 3.921515464782715, 4.6313090324401855, 4.45982551574707, 4.715308666229248, 4.515405654907227, 4.539879322052002, 4.647741317749023, 4.945569038391113, 5.185132026672363, 5.279279708862305, 4.722527980804443, 4.1360883712768555, 4.5308051109313965, 4.823915958404541, 4.703246593475342, 4.608338832855225, 3.849632740020752, 4.225722312927246, 4.867208480834961, 5.432609558105469, 4.3875603675842285, 4.825113296508789, 4.936563491821289, 4.607052326202393, 4.478713035583496, 4.738468170166016, 4.798256874084473, 4.761730194091797, 4.50176477432251, 5.513845443725586, 4.800729274749756, 5.411336421966553, 4.740669250488281, 4.440381050109863, 4.555235862731934, 4.880227088928223, 4.663701057434082, 5.642378807067871, 4.855808258056641, 4.309503078460693, 4.7310709953308105, 4.601208686828613, 5.28026008605957, 4.776271820068359, 5.162724018096924, 5.1211323738098145, 5.260343551635742, 3.965932607650757, 5.616377830505371, 4.663954734802246, 3.9925191402435303, 4.44265604019165, 4.518137454986572, 5.128011226654053, 5.196870803833008, 4.197427272796631, 4.495048522949219, 4.717878341674805, 4.609695911407471, 4.6379241943359375, 4.596160888671875, 4.4456377029418945, 6.143265724182129, 5.025900840759277, 5.017665863037109, 5.188785076141357, 4.829433917999268, 4.5564141273498535, 4.130745887756348, 4.50623083114624, 4.40153694152832, 4.526296138763428, 4.2921528816223145, 4.6993303298950195, 5.424953937530518, 5.492999076843262, 5.0288190841674805]",-415.9316449165344
33,"[6.337628364562988, 5.266772270202637, 4.867674350738525, 4.648218154907227, 4.961268424987793, 4.73313570022583, 4.134125232696533, 4.1371259689331055, 4.965959548950195, 4.340901851654053, 5.345911026000977, 5.467635154724121, 4.507962226867676, 5.435949325561523, 5.255302906036377, 4.1509175300598145, 5.009762287139893, 4.012007236480713, 4.914017677307129, 4.906814098358154, 4.0013604164123535, 5.297343730926514, 4.513873100280762, 4.681849002838135, 4.721906661987305, 4.523045063018799, 4.967185020446777, 4.5759477615356445, 4.603243827819824, 4.486663818359375, 3.9081616401672363, 4.622235298156738, 4.466424465179443, 4.689618110656738, 4.434219837188721, 4.636744976043701, 4.620329856872559, 4.991502285003662, 4.9078545570373535, 5.246793746948242, 4.734097957611084, 4.149345397949219, 4.5024213790893555, 4.880815505981445, 4.641409873962402, 4.471909046173096, 3.903245210647583, 4.220836162567139, 4.902470588684082, 5.453413009643555, 4.415592670440674, 4.844332218170166, 4.92473030090332, 4.653914451599121, 4.556428909301758, 4.776752471923828, 4.873178482055664, 4.7090582847595215, 4.492837429046631, 5.4388017654418945, 4.895603179931641, 5.252746105194092, 4.669865608215332, 4.397061824798584, 4.5583696365356445, 4.823455810546875, 4.677576065063477, 5.585841655731201, 4.863602638244629, 4.346475601196289, 4.649880409240723, 4.615838527679443, 4.946789264678955, 4.66563606262207, 5.838044166564941, 5.146914482116699, 4.858305931091309, 4.087775707244873, 5.608549118041992, 4.525244235992432, 4.025633811950684, 4.418570518493652, 4.608401775360107, 5.139218330383301, 5.0937042236328125, 4.26491117477417, 4.5057268142700195, 4.833876132965088, 4.5231218338012695, 4.70884895324707, 4.639598846435547, 4.397510051727295, 5.220959663391113, 4.949767589569092, 5.0536651611328125, 5.217033386230469, 4.814062595367432, 4.467081546783447, 4.2218451499938965, 4.568628787994385, 4.55455207824707, 4.689208507537842, 4.400330543518066, 4.667593002319336, 5.495271682739258, 5.513393402099609, 4.989560604095459]",-416.398344039917
34,"[6.36860466003418, 5.651940822601318, 4.868388652801514, 5.037502288818359, 4.991763114929199, 4.751514911651611, 3.9999654293060303, 4.230715274810791, 5.002800941467285, 4.315486907958984, 5.910803318023682, 5.455795764923096, 4.572475433349609, 5.4335832595825195, 5.252540111541748, 4.181484222412109, 4.998343467712402, 4.027699947357178, 4.915462970733643, 4.910879135131836, 4.07606315612793, 5.264060974121094, 4.608495712280273, 4.72359561920166, 4.778629779815674, 4.532731056213379, 5.055666923522949, 4.815835952758789, 4.694171905517578, 4.55535888671875, 4.053004264831543, 4.6606125831604, 4.652129650115967, 4.810948848724365, 4.453662872314453, 4.657113075256348, 4.599644660949707, 5.021059989929199, 4.966355323791504, 5.268061637878418, 4.868972301483154, 4.25883150100708, 4.581815719604492, 4.929054260253906, 4.639737129211426, 4.6325788497924805, 3.9064078330993652, 4.2220072746276855, 5.020775318145752, 5.499823093414307, 4.804775238037109, 4.864106178283691, 5.046328544616699, 4.68489408493042, 4.634135723114014, 4.719343185424805, 4.822834491729736, 4.592653274536133, 4.606651782989502, 5.502234935760498, 4.945372104644775, 5.211902141571045, 4.796543121337891, 4.471261978149414, 4.647491455078125, 4.864805221557617, 4.770140171051025, 5.73086404800415, 4.870224952697754, 4.347328186035156, 4.760900497436523, 4.657559871673584, 5.426189422607422, 4.8340067863464355, 5.317238807678223, 5.170979976654053, 4.98190450668335, 4.025792598724365, 5.65439510345459, 4.5276265144348145, 4.276880741119385, 4.472546100616455, 4.561766624450684, 5.177602291107178, 5.25095272064209, 4.248244285583496, 4.55612850189209, 4.802923679351807, 4.520460605621338, 4.83819580078125, 4.616591453552246, 4.386019706726074, 6.273693084716797, 4.988738059997559, 5.170464038848877, 5.183373928070068, 4.774272918701172, 4.49303674697876, 4.331794738769531, 4.599395275115967, 4.593515396118164, 4.8946533203125, 4.292421340942383, 4.713330268859863, 5.491208553314209, 5.584571361541748, 5.053094387054443]",-408.34459614753723
35,"[6.27915096282959, 5.1012983322143555, 4.826916694641113, 4.6484246253967285, 4.95288610458374, 4.633993625640869, 4.1676554679870605, 4.195378303527832, 4.999333381652832, 4.308915138244629, 5.31387996673584, 5.449541091918945, 4.517119884490967, 5.493113040924072, 5.2742815017700195, 4.224130153656006, 5.0149712562561035, 3.9771721363067627, 5.090446949005127, 4.8983964920043945, 4.118257999420166, 5.267242908477783, 4.578629016876221, 4.669771671295166, 4.81387186050415, 4.496028900146484, 5.005490779876709, 4.666203498840332, 4.531928062438965, 4.4542765617370605, 3.93172025680542, 4.588746547698975, 4.509353160858154, 4.617703437805176, 4.535655975341797, 4.563141345977783, 4.680611610412598, 5.050802707672119, 4.881120681762695, 5.478130340576172, 4.722662448883057, 4.160561561584473, 4.511969089508057, 4.828395843505859, 4.6553215980529785, 4.438353061676025, 3.8319246768951416, 4.229281425476074, 4.969034194946289, 5.454317569732666, 4.451570510864258, 4.840612411499023, 4.877547264099121, 4.655941486358643, 4.499131679534912, 4.799916744232178, 4.762600898742676, 4.61580228805542, 4.5473456382751465, 5.524790287017822, 4.8785200119018555, 5.269715785980225, 4.515149116516113, 4.389753818511963, 4.546528339385986, 4.783486366271973, 4.741702556610107, 5.700019836425781, 4.820563793182373, 4.497522830963135, 4.741048336029053, 4.477502822875977, 4.847171783447266, 4.754212379455566, 5.208484649658203, 5.198718070983887, 4.793757915496826, 4.183722019195557, 5.6003217697143555, 4.555126667022705, 3.957489490509033, 4.449499607086182, 4.495389938354492, 5.181909561157227, 5.216484546661377, 4.236664772033691, 4.49479866027832, 4.866647720336914, 4.485936164855957, 4.786097049713135, 4.658309459686279, 4.349824905395508, 5.628593921661377, 4.9622368812561035, 5.152495384216309, 5.062089920043945, 4.685466289520264, 4.570026397705078, 4.193308353424072, 4.574353218078613, 4.556117534637451, 4.826767921447754, 4.2743306159973145, 4.54899263381958, 5.457609176635742, 5.586669445037842, 4.94182014465332]",-415.2505009174347
36,"[6.636994361877441, 5.077742576599121, 4.793753147125244, 4.715911865234375, 4.941472053527832, 4.83231258392334, 4.3193039894104, 4.1064581871032715, 4.988421440124512, 4.262977123260498, 5.438814163208008, 5.517034530639648, 4.594105243682861, 5.503516674041748, 5.246923446655273, 4.203908920288086, 5.016380310058594, 3.952394962310791, 4.9047465324401855, 4.903751373291016, 4.0538010597229, 5.248513698577881, 4.535734176635742, 4.67496395111084, 4.5669050216674805, 4.364874839782715, 5.1682915687561035, 4.732731819152832, 4.567614555358887, 4.54045295715332, 3.921239137649536, 4.646575927734375, 4.54372501373291, 4.755387783050537, 4.499255657196045, 4.545003414154053, 4.662411689758301, 5.042585372924805, 4.988251209259033, 5.394697666168213, 4.752728462219238, 4.160416126251221, 4.5947184562683105, 4.834223747253418, 4.733617305755615, 4.62521505355835, 3.866704225540161, 4.24412727355957, 4.907483100891113, 5.469605922698975, 4.49452543258667, 4.853102207183838, 4.914153099060059, 4.494426727294922, 4.483826637268066, 4.814064979553223, 4.709714889526367, 4.641234397888184, 4.519808769226074, 5.555601596832275, 4.815286636352539, 5.244047164916992, 4.566108226776123, 4.358379364013672, 4.659054756164551, 4.8074164390563965, 4.729637622833252, 5.7122392654418945, 4.76997184753418, 4.487353324890137, 4.645971298217773, 4.510471820831299, 4.717046737670898, 4.811318397521973, 5.136010646820068, 5.079689025878906, 4.8227858543396, 4.00380277633667, 5.553958892822266, 4.605823516845703, 3.97367525100708, 4.433844089508057, 4.464476585388184, 5.1071319580078125, 5.394016742706299, 4.217148780822754, 4.538443565368652, 4.75831413269043, 4.63059663772583, 5.0127692222595215, 4.6121506690979, 4.317838668823242, 5.2546586990356445, 5.071138381958008, 5.105898857116699, 5.135549545288086, 4.7440619468688965, 4.526399612426758, 4.203368663787842, 4.520115852355957, 4.365161895751953, 4.831110954284668, 4.125930309295654, 4.721610069274902, 5.50830078125, 5.623447418212891, 5.049051761627197]",-414.9450423717499
