,loss_per_100_songs,epoch_training_time
50,"[6.128015518188477, 5.015834331512451, 4.756060600280762, 4.593961715698242, 5.15663480758667, 4.776238441467285, 4.051856994628906, 4.372951507568359, 5.05427360534668, 4.316421031951904, 5.47550106048584, 5.612125396728516, 4.504960060119629, 5.429717540740967, 5.3862409591674805, 4.156896591186523, 4.984203338623047, 4.002131462097168, 5.109897136688232, 5.003995895385742, 4.043089866638184, 5.30144739151001, 4.607317924499512, 4.78262186050415, 4.536054611206055, 4.493968963623047, 4.997128486633301, 4.771644592285156, 4.587158679962158, 4.515658855438232, 3.9812066555023193, 4.713331699371338, 4.573421478271484, 4.7727508544921875, 4.606327533721924, 4.678177833557129, 4.609251022338867, 4.898900985717773, 5.063864707946777, 5.351185321807861, 4.761487007141113, 4.198184967041016, 4.524363994598389, 5.088567733764648, 4.724269390106201, 4.765759468078613, 3.9087576866149902, 4.15460729598999, 5.058615207672119, 5.622527599334717, 4.518538951873779, 5.032907962799072, 4.9315080642700195, 4.609885215759277, 5.1240763664245605, 4.805878162384033, 4.722012042999268, 4.859102249145508, 4.587153911590576, 5.625471115112305, 4.869999885559082, 5.228529930114746, 4.668670654296875, 4.487910270690918, 4.7355780601501465, 4.837590217590332, 4.817808628082275, 5.850896835327148, 4.814376354217529, 4.363706111907959, 4.6822686195373535, 4.62271785736084, 5.375759601593018, 5.089486598968506, 5.324362754821777, 5.148283004760742, 5.129121780395508, 4.140237808227539, 5.70730447769165, 4.694413661956787, 4.100874423980713, 4.405251502990723, 4.5724592208862305, 5.204803466796875, 5.1141357421875, 4.369993209838867, 4.533128261566162, 4.931382179260254, 4.686716556549072, 4.888893127441406, 4.647066593170166, 4.407776355743408, 5.427069664001465, 5.1060075759887695, 5.056304931640625, 5.275390625, 4.806943893432617, 4.514065265655518, 4.194212436676025, 4.55161714553833, 4.294972896575928, 4.7983174324035645, 4.148889064788818, 4.836897850036621, 5.626303195953369, 5.446305751800537, 5.026031494140625]",-411.3195881843567
51,"[6.217133522033691, 5.130113124847412, 4.825047016143799, 4.6305108070373535, 5.035854816436768, 4.723871231079102, 3.985961675643921, 4.324138164520264, 5.04383659362793, 4.300344944000244, 5.448464393615723, 5.484009742736816, 4.498446464538574, 5.47980260848999, 5.343423366546631, 4.1184186935424805, 5.01663875579834, 4.007625579833984, 5.02907133102417, 4.932193756103516, 4.04417610168457, 5.339171886444092, 4.608959197998047, 4.807583332061768, 4.698642253875732, 4.315543174743652, 5.021331787109375, 4.594779014587402, 4.563569068908691, 4.544791221618652, 4.003208160400391, 4.678940296173096, 4.530602931976318, 4.7002339363098145, 4.556453704833984, 4.472609043121338, 4.559782981872559, 4.951147079467773, 4.8998894691467285, 5.293180465698242, 4.735013008117676, 4.177725791931152, 4.482235908508301, 5.195389747619629, 4.709813117980957, 4.6013054847717285, 4.028221607208252, 4.144312381744385, 5.035699844360352, 5.566099166870117, 4.592118263244629, 4.936041831970215, 4.94892692565918, 4.633670806884766, 4.768217086791992, 4.771703720092773, 4.7318878173828125, 4.731087684631348, 4.527770042419434, 5.4871439933776855, 4.788943290710449, 5.3138556480407715, 4.59876012802124, 4.440903663635254, 4.66119909286499, 4.751737594604492, 4.852428913116455, 5.733763694763184, 4.805086612701416, 4.359241962432861, 4.73124361038208, 4.646133899688721, 4.500157833099365, 4.884023189544678, 5.250994682312012, 5.184389114379883, 5.062941074371338, 4.050615310668945, 5.640179634094238, 4.714622974395752, 4.088162422180176, 4.453264236450195, 4.599608898162842, 5.26719856262207, 5.095673084259033, 4.375746250152588, 4.5088605880737305, 4.893012046813965, 4.7190141677856445, 5.323556423187256, 4.479719638824463, 4.379358291625977, 5.322615146636963, 5.120957374572754, 5.09065580368042, 5.167917251586914, 4.8404974937438965, 4.469111919403076, 4.175338268280029, 4.573357105255127, 4.414883613586426, 4.616610527038574, 4.641475200653076, 4.764446258544922, 5.542685031890869, 5.618686676025391, 4.971031665802002]",-412.3812391757965
52,"[6.142767906188965, 5.0654802322387695, 4.785685062408447, 4.675454139709473, 5.38625955581665, 4.751195430755615, 4.507230758666992, 4.2714619636535645, 5.042283058166504, 4.4926886558532715, 5.417784214019775, 5.497584342956543, 4.45355749130249, 5.447763919830322, 5.293300628662109, 4.12003231048584, 4.996335029602051, 4.007628917694092, 4.951020240783691, 4.978046417236328, 4.053014755249023, 5.3784356117248535, 4.577855110168457, 4.739730358123779, 4.615026473999023, 4.227767467498779, 5.0146684646606445, 4.577306747436523, 4.536937713623047, 4.4797139167785645, 3.9469478130340576, 4.649017333984375, 4.549267292022705, 4.706663131713867, 4.622582912445068, 4.5356879234313965, 4.609127998352051, 4.858250141143799, 4.937370300292969, 5.255063533782959, 4.685221195220947, 4.168848514556885, 4.444558143615723, 5.110292911529541, 4.675935745239258, 5.070782661437988, 3.929625988006592, 4.175072193145752, 5.01327657699585, 5.50870418548584, 4.70103120803833, 4.9848551750183105, 4.890090465545654, 4.6622314453125, 4.911483287811279, 4.835989475250244, 4.769428730010986, 4.797237396240234, 4.558414459228516, 5.403730392456055, 4.842212677001953, 5.43268346786499, 4.826135158538818, 4.361235618591309, 4.8196539878845215, 4.9155097007751465, 4.875271797180176, 5.7620344161987305, 4.809474945068359, 4.340351104736328, 4.802743911743164, 4.589016914367676, 4.841013431549072, 9.534225463867188, 5.158735752105713, 5.188173770904541, 5.0572967529296875, 4.136220455169678, 5.695422172546387, 4.694119453430176, 4.032090663909912, 4.380061149597168, 4.650941371917725, 5.391305446624756, 5.156221866607666, 4.365541458129883, 4.448048114776611, 4.954978942871094, 4.638650417327881, 5.031564712524414, 4.459303855895996, 4.359199523925781, 5.322025299072266, 5.022022247314453, 5.197714805603027, 5.365302562713623, 4.845184803009033, 4.398946762084961, 4.167551517486572, 4.3739237785339355, 4.301307678222656, 4.731187343597412, 4.608814716339111, 4.935503005981445, 5.528535842895508, 5.51332426071167, 4.956623077392578]",-413.44698119163513
53,"[6.538350582122803, 5.0667572021484375, 4.8564019203186035, 4.648242473602295, 5.133114814758301, 4.755716323852539, 3.9938220977783203, 4.259285926818848, 5.068295001983643, 4.323892593383789, 5.55994176864624, 5.383148193359375, 4.62159538269043, 5.397946357727051, 5.252221584320068, 4.117954730987549, 5.123210906982422, 4.0113301277160645, 4.998987674713135, 4.89237117767334, 4.200060844421387, 5.3384175300598145, 4.702487468719482, 4.719595909118652, 4.619182109832764, 4.249188423156738, 5.112704277038574, 4.6837615966796875, 4.541316032409668, 4.478274345397949, 3.9534614086151123, 4.617722511291504, 4.573908805847168, 4.600028991699219, 4.6837077140808105, 4.479514122009277, 4.682950973510742, 4.891549110412598, 5.027774810791016, 5.293980598449707, 4.67167854309082, 4.149080276489258, 4.5044755935668945, 4.9739508628845215, 4.658761024475098, 5.111810207366943, 3.927316904067993, 4.156961441040039, 4.983433246612549, 5.72264289855957, 4.612441062927246, 4.995023250579834, 4.92108154296875, 4.703823566436768, 4.740034103393555, 4.7309465408325195, 4.712061882019043, 4.7218217849731445, 4.513477325439453, 5.616514205932617, 4.803191184997559, 5.276431560516357, 4.816431522369385, 4.4444355964660645, 4.8423590660095215, 4.9341559410095215, 4.930314540863037, 5.869498252868652, 4.8209943771362305, 4.412163257598877, 4.695919990539551, 4.654114246368408, 4.853452205657959, 4.84333610534668, 5.265658855438232, 5.1777753829956055, 5.006943225860596, 4.260773658752441, 5.622400283813477, 4.726900100708008, 4.0253682136535645, 4.354857444763184, 4.619426727294922, 5.257853984832764, 5.140561103820801, 4.349188327789307, 4.458392143249512, 4.856039524078369, 4.549582481384277, 4.886544704437256, 4.439479827880859, 4.363212585449219, 5.253707408905029, 5.0226287841796875, 5.025089740753174, 5.39560604095459, 4.8009772300720215, 4.524703502655029, 4.150551795959473, 4.571922302246094, 5.3149213790893555, 4.5678486824035645, 4.02233362197876, 4.845839977264404, 5.560020923614502, 5.516107082366943, 4.9501543045043945]",-410.1491324901581
54,"[6.201846122741699, 5.164163589477539, 5.035248279571533, 4.7159504890441895, 5.136162757873535, 4.667073726654053, 4.198025703430176, 4.273721218109131, 5.110102653503418, 4.378091335296631, 5.4231133460998535, 5.449963092803955, 4.535279750823975, 5.403757095336914, 5.19938850402832, 4.097318172454834, 5.042975425720215, 3.9846372604370117, 4.837713241577148, 4.867554664611816, 4.009044647216797, 5.408691883087158, 4.613115310668945, 4.708981990814209, 4.599397659301758, 4.26148796081543, 4.9911723136901855, 4.654862880706787, 4.598937034606934, 4.502744674682617, 3.966256618499756, 4.631598949432373, 4.515350341796875, 4.649569511413574, 4.658176422119141, 4.461701393127441, 4.64741325378418, 4.900599002838135, 4.922684192657471, 5.3171868324279785, 4.722972869873047, 4.15443754196167, 4.491528034210205, 4.920633792877197, 4.685516357421875, 4.7178730964660645, 3.947657585144043, 4.154372215270996, 5.022577285766602, 5.471446990966797, 4.613035678863525, 4.984397888183594, 4.922484397888184, 4.6515374183654785, 4.761506080627441, 4.80535364151001, 4.862943649291992, 4.683165550231934, 4.537618160247803, 5.60693359375, 4.849005222320557, 5.281564235687256, 4.402444362640381, 4.46115779876709, 4.786982536315918, 4.920620441436768, 4.788172721862793, 5.726045608520508, 4.803231239318848, 4.386776924133301, 4.681801795959473, 4.631574630737305, 4.922535419464111, 7.008865833282471, 5.261607646942139, 5.187633514404297, 4.880686283111572, 4.163812637329102, 5.657047748565674, 4.703041076660156, 4.094724655151367, 4.361536502838135, 4.567368030548096, 5.244623184204102, 5.165081024169922, 4.325224876403809, 4.512791156768799, 4.913820266723633, 4.548144817352295, 4.77850866317749, 4.583240509033203, 4.348142623901367, 5.293736457824707, 5.036588668823242, 5.080278396606445, 5.410191059112549, 4.8025641441345215, 4.477733135223389, 4.183493137359619, 4.567004203796387, 4.41275691986084, 4.653064727783203, 4.103078842163086, 4.854841232299805, 5.518056392669678, 5.520725250244141, 4.961574077606201]",-413.9306831359863
55,"[6.186264991760254, 5.122034072875977, 5.063506603240967, 4.678002834320068, 5.261472225189209, 4.7036237716674805, 4.125218868255615, 4.2469658851623535, 5.084150314331055, 4.4790425300598145, 5.471110820770264, 5.916996002197266, 4.59872579574585, 5.696922302246094, 5.2277116775512695, 4.133599758148193, 5.0435638427734375, 4.0889573097229, 4.916328430175781, 4.893979072570801, 4.040167331695557, 5.338322162628174, 4.611639022827148, 4.773176193237305, 4.663834095001221, 4.234730243682861, 4.976315498352051, 4.778789520263672, 4.606245040893555, 4.644628524780273, 3.9779763221740723, 4.62440299987793, 4.512465476989746, 4.716806411743164, 4.620696067810059, 4.434597492218018, 5.458740711212158, 4.830388069152832, 5.022502899169922, 5.30540132522583, 4.687188625335693, 4.1611456871032715, 4.416263103485107, 4.9809370040893555, 4.653045177459717, 4.943256855010986, 4.052970886230469, 4.153372287750244, 4.998051166534424, 5.594298839569092, 4.524633407592773, 5.017043590545654, 4.911371231079102, 4.579052925109863, 5.2792134284973145, 4.885592937469482, 4.7470293045043945, 4.679384231567383, 4.4879302978515625, 5.441895008087158, 4.871240615844727, 5.268645763397217, 4.72249174118042, 4.437732696533203, 4.752566814422607, 4.946076393127441, 4.82452917098999, 5.660236358642578, 4.882434844970703, 4.527368545532227, 4.752314567565918, 4.617546081542969, 4.626723766326904, 5.841917037963867, 5.303693771362305, 5.16777229309082, 5.220141410827637, 4.15066385269165, 5.6038947105407715, 4.600276470184326, 4.109027862548828, 4.3983845710754395, 4.564001560211182, 5.286772727966309, 5.168931007385254, 4.26940393447876, 4.474895000457764, 5.02205753326416, 4.556668758392334, 4.816664695739746, 4.606317043304443, 4.335914134979248, 5.258913040161133, 4.919565200805664, 5.0640950202941895, 5.359728813171387, 4.780519008636475, 4.470069885253906, 4.168617248535156, 4.565940856933594, 4.34158992767334, 4.587191581726074, 4.14717435836792, 4.97666072845459, 5.492514610290527, 5.489810943603516, 4.96649169921875]",-413.31305050849915
56,"[6.116194248199463, 5.2690277099609375, 4.773229598999023, 4.71484899520874, 5.109828472137451, 4.749016761779785, 4.139866828918457, 4.211318016052246, 5.163266658782959, 4.271965026855469, 5.552737712860107, 5.4418721199035645, 4.58638858795166, 5.443455219268799, 5.276721477508545, 4.1157379150390625, 5.016378402709961, 4.015490531921387, 4.8663434982299805, 4.928933143615723, 4.011186599731445, 5.290525913238525, 4.66817569732666, 4.762681484222412, 4.522267818450928, 4.304064750671387, 4.985873699188232, 4.702451705932617, 4.603876113891602, 4.483110427856445, 3.932218074798584, 4.664981365203857, 4.530435085296631, 4.8262248039245605, 4.707248210906982, 4.448116779327393, 5.682709693908691, 4.934232234954834, 5.2658491134643555, 5.280384063720703, 4.760703086853027, 4.1870880126953125, 4.474418640136719, 5.568630218505859, 4.683686256408691, 4.993760108947754, 3.9843058586120605, 4.159534454345703, 4.977264881134033, 5.718716144561768, 4.683528900146484, 4.933846473693848, 4.930324077606201, 4.691957473754883, 4.740448474884033, 4.933908462524414, 4.764595031738281, 4.6583733558654785, 4.602415561676025, 5.446908950805664, 4.8537187576293945, 5.317779064178467, 4.561446666717529, 4.441269874572754, 4.877563953399658, 4.940883159637451, 4.805963516235352, 6.071346282958984, 4.872859954833984, 4.419642925262451, 4.72542667388916, 4.527900695800781, 4.896340370178223, 5.368188858032227, 5.272912502288818, 5.197213649749756, 4.959133148193359, 4.111078262329102, 5.663631439208984, 4.679569244384766, 4.0529680252075195, 4.377635478973389, 4.564088821411133, 5.230436325073242, 5.2903594970703125, 4.246575832366943, 4.520504474639893, 4.867495536804199, 4.545253276824951, 4.944448947906494, 4.532230854034424, 4.3169708251953125, 5.279718399047852, 5.116621017456055, 5.060315132141113, 5.143820285797119, 4.793498992919922, 4.417426586151123, 4.172736167907715, 4.5111799240112305, 4.462697982788086, 4.916235446929932, 4.175306797027588, 4.959590435028076, 5.4982123374938965, 5.731535911560059, 5.002394199371338]",-411.02942538261414
57,"[6.205122470855713, 5.014554500579834, 4.896629333496094, 4.792665481567383, 5.10809326171875, 4.6733078956604, 4.005648612976074, 4.273937225341797, 5.0387372970581055, 4.395044326782227, 5.5164690017700195, 5.559657573699951, 4.539520263671875, 5.459660530090332, 5.404758930206299, 4.107176303863525, 5.110443115234375, 3.9889304637908936, 4.917483329772949, 4.96626615524292, 4.032698154449463, 5.6598920822143555, 4.622356414794922, 4.732392311096191, 4.593942642211914, 4.285111427307129, 5.047143936157227, 4.661476135253906, 4.54930305480957, 4.452186107635498, 3.9472131729125977, 4.732285976409912, 4.496208667755127, 4.658030033111572, 4.652536392211914, 4.4644389152526855, 4.882225036621094, 4.93170166015625, 4.890146732330322, 5.461967945098877, 4.8218183517456055, 4.144773483276367, 4.446905136108398, 4.99099063873291, 4.669564723968506, 4.6296257972717285, 4.097863674163818, 4.141917705535889, 4.993655681610107, 5.469963550567627, 4.487142562866211, 4.867307186126709, 4.95582389831543, 4.768274784088135, 4.680013179779053, 4.870745658874512, 4.750567436218262, 4.628100872039795, 4.591838836669922, 5.785037517547607, 5.025910377502441, 5.332236289978027, 4.618173599243164, 4.544610023498535, 5.018809795379639, 4.869456768035889, 4.775529861450195, 5.959030628204346, 4.83848762512207, 4.443742275238037, 4.708006381988525, 4.509420871734619, 4.780491828918457, 5.103485107421875, 5.317554950714111, 5.206704139709473, 4.875912666320801, 4.0614447593688965, 5.832638740539551, 4.629572868347168, 4.020888328552246, 4.365346431732178, 4.646267890930176, 5.243304252624512, 5.11922025680542, 4.285799503326416, 4.486905097961426, 4.8625288009643555, 4.581785678863525, 4.802432060241699, 4.480441570281982, 4.347661972045898, 5.283331394195557, 4.963818073272705, 5.062891006469727, 5.298720836639404, 4.763118267059326, 4.565167427062988, 4.152194023132324, 4.5419464111328125, 4.40187931060791, 4.804920673370361, 4.172482013702393, 4.752612113952637, 5.471751689910889, 5.532631874084473, 4.994940757751465]",-412.2301278114319
58,"[6.395778656005859, 5.044203758239746, 4.871275901794434, 4.76619815826416, 5.093837738037109, 4.6650071144104, 3.992922782897949, 4.28964900970459, 5.085948467254639, 4.294591903686523, 5.5281171798706055, 5.531407356262207, 4.574820041656494, 5.675934314727783, 5.194238662719727, 4.1801958084106445, 5.047706127166748, 3.9685845375061035, 5.072640419006348, 4.922021389007568, 3.9996213912963867, 5.316100597381592, 4.583027362823486, 4.980804443359375, 4.540372371673584, 4.314833164215088, 4.998335838317871, 4.630476951599121, 4.502382755279541, 4.456760883331299, 3.8665072917938232, 4.692990303039551, 4.450325012207031, 4.6853346824646, 4.5474700927734375, 4.491415023803711, 4.69026517868042, 4.8849897384643555, 5.028852462768555, 5.543528079986572, 4.777101993560791, 4.163158893585205, 4.488142490386963, 5.33936071395874, 4.7115068435668945, 4.946343898773193, 3.841393232345581, 4.084683895111084, 5.0578813552856445, 5.422114372253418, 4.45994234085083, 4.940644264221191, 5.070350646972656, 4.808010578155518, 4.754165172576904, 4.8446245193481445, 4.715360641479492, 4.614431858062744, 4.579803466796875, 5.549586296081543, 4.809241771697998, 5.348591327667236, 4.552367687225342, 4.479175567626953, 4.681231498718262, 4.865507125854492, 4.872511863708496, 5.818508148193359, 4.859127998352051, 4.43488883972168, 4.662651538848877, 4.534627914428711, 5.107709884643555, 4.935822486877441, 5.237517356872559, 5.189781665802002, 4.890650749206543, 4.042427062988281, 5.723351955413818, 4.64538049697876, 3.9783833026885986, 4.346965312957764, 4.6592020988464355, 5.2957072257995605, 5.089438438415527, 4.278344631195068, 4.5900726318359375, 4.906621932983398, 4.557539939880371, 4.911713123321533, 4.599399566650391, 4.325863361358643, 5.2473578453063965, 4.923891067504883, 5.032470703125, 5.142921447753906, 4.91853141784668, 4.605671405792236, 4.115538597106934, 4.545724391937256, 4.557341575622559, 4.585797309875488, 4.491426467895508, 4.859052658081055, 5.505080223083496, 5.493245601654053, 4.97866678237915]",-415.97751235961914
59,"[6.106148719787598, 4.998942852020264, 4.830156326293945, 4.742164134979248, 5.132044792175293, 4.620110988616943, 3.947267532348633, 4.307379245758057, 5.0640387535095215, 4.512417793273926, 5.419075012207031, 5.581998825073242, 4.593570709228516, 5.583157539367676, 5.331881999969482, 4.285419464111328, 5.056281089782715, 4.014827251434326, 4.905505657196045, 4.931951522827148, 4.0017991065979, 5.282980442047119, 4.671479225158691, 4.760656833648682, 4.591394901275635, 4.246115207672119, 5.034377574920654, 4.7131547927856445, 4.532516956329346, 4.4948225021362305, 3.904221534729004, 4.63167667388916, 4.455073356628418, 4.725456237792969, 4.709122180938721, 4.501903533935547, 4.563774585723877, 4.943210124969482, 4.988123893737793, 5.269069194793701, 4.804144382476807, 4.179373264312744, 4.489952564239502, 4.94973611831665, 4.688266754150391, 4.831294536590576, 3.8899168968200684, 4.184156894683838, 5.008175373077393, 5.462106704711914, 4.431051254272461, 4.868827819824219, 4.901237487792969, 4.681544780731201, 4.686563491821289, 4.903385162353516, 4.746927261352539, 4.677194118499756, 4.690678596496582, 5.461754322052002, 4.813279151916504, 5.283634185791016, 4.637466907501221, 4.366934776306152, 4.868099689483643, 4.798418998718262, 4.758645057678223, 5.797351360321045, 4.865556240081787, 4.25272798538208, 4.670466899871826, 4.562584400177002, 5.009803295135498, 5.044022083282471, 5.252608299255371, 5.215958118438721, 4.871452331542969, 4.137271404266357, 5.646336078643799, 4.6564764976501465, 4.0187578201293945, 4.383275985717773, 4.709833145141602, 5.240018844604492, 5.516082286834717, 4.265204429626465, 4.532986164093018, 4.981570243835449, 4.535772323608398, 4.799813270568848, 4.483652114868164, 4.321361541748047, 5.292929172515869, 5.002931594848633, 5.160646915435791, 5.215476036071777, 4.795636177062988, 4.433289527893066, 4.136849403381348, 4.691600799560547, 4.453799724578857, 4.899679660797119, 4.39390754699707, 5.027433395385742, 5.49125862121582, 5.555267333984375, 5.140942096710205]",-411.42194747924805
60,"[6.022891521453857, 4.968897819519043, 4.858325481414795, 4.75812292098999, 5.241022109985352, 4.598100662231445, 4.0782790184021, 4.304356575012207, 5.079465866088867, 4.347082614898682, 5.516139030456543, 5.390120029449463, 4.5677714347839355, 5.554317474365234, 5.256159782409668, 4.169112682342529, 5.073719024658203, 4.034872531890869, 5.18043327331543, 4.912977695465088, 4.01201057434082, 5.364104270935059, 4.838572978973389, 4.735166549682617, 4.607088088989258, 4.20413875579834, 5.0602617263793945, 4.727512359619141, 4.606975078582764, 4.483971118927002, 4.044686794281006, 4.70908260345459, 4.5466132164001465, 4.666747093200684, 4.7453460693359375, 4.5754194259643555, 4.568150043487549, 5.010822772979736, 4.959510803222656, 5.295592784881592, 4.821301460266113, 4.2141618728637695, 4.52274227142334, 5.161346435546875, 4.782227516174316, 4.922058582305908, 3.7872183322906494, 4.12773323059082, 5.072484970092773, 5.496213912963867, 4.421407222747803, 4.916501045227051, 5.001425743103027, 4.566684246063232, 4.662286758422852, 4.759399890899658, 4.760511875152588, 4.670149326324463, 4.613595008850098, 5.61017370223999, 4.832036972045898, 5.846463680267334, 4.6476969718933105, 4.503660678863525, 5.443549156188965, 4.812079429626465, 4.901323318481445, 5.674535274505615, 4.807864665985107, 4.320772647857666, 4.662145137786865, 4.590972900390625, 4.907525062561035, 4.735703945159912, 5.267950057983398, 5.228781700134277, 4.950697898864746, 4.038417816162109, 5.667943477630615, 4.637451648712158, 4.012287616729736, 4.414217472076416, 4.72748327255249, 5.3822197914123535, 5.419559478759766, 4.264974117279053, 4.532746315002441, 4.922590732574463, 4.708794593811035, 4.899576663970947, 4.47702693939209, 4.290936470031738, 5.2359538078308105, 5.005453109741211, 5.24835205078125, 5.303985118865967, 4.779245853424072, 4.473377704620361, 4.072915554046631, 4.510641574859619, 4.399326324462891, 4.593942642211914, 4.500846862792969, 4.7799763679504395, 5.484034538269043, 5.500877857208252, 5.180919170379639]",-411.07751417160034
61,"[6.013563632965088, 5.075072288513184, 4.971274375915527, 5.094736099243164, 5.211643218994141, 4.592182636260986, 3.938082695007324, 4.189281463623047, 5.016061782836914, 4.396078586578369, 5.548619270324707, 5.522665977478027, 4.576533794403076, 5.464547157287598, 6.421724796295166, 4.202883243560791, 5.077653408050537, 3.957615613937378, 4.852752685546875, 4.877865791320801, 4.055250644683838, 5.5056328773498535, 4.655737400054932, 4.7271409034729, 4.589982986450195, 4.27065896987915, 5.028536796569824, 4.966059684753418, 4.556478977203369, 4.500341892242432, 3.923192262649536, 4.636379241943359, 4.546864032745361, 4.74726676940918, 4.621159553527832, 4.480550765991211, 4.5413618087768555, 4.958390235900879, 4.967256546020508, 5.591753005981445, 4.749338626861572, 4.117887496948242, 4.481480598449707, 5.038312911987305, 4.735192775726318, 5.01826810836792, 3.989572525024414, 4.103837013244629, 5.004140377044678, 5.385079383850098, 4.486024856567383, 4.908283233642578, 5.138051986694336, 4.69243860244751, 4.613919734954834, 4.798097610473633, 4.73060417175293, 4.689723014831543, 4.642214298248291, 5.566718578338623, 4.8922929763793945, 5.334715843200684, 4.552305698394775, 4.5766191482543945, 4.9650468826293945, 4.827014446258545, 4.85115385055542, 5.776300430297852, 4.772788047790527, 4.310816287994385, 4.638191223144531, 4.527998924255371, 4.934638500213623, 4.792780876159668, 5.3406982421875, 5.319025993347168, 5.030466556549072, 4.098649024963379, 5.612129211425781, 4.676530361175537, 4.072540760040283, 4.347285747528076, 4.65560245513916, 5.351033687591553, 5.267262935638428, 4.262384414672852, 4.522336006164551, 4.928168773651123, 4.740079402923584, 4.962101936340332, 4.528594493865967, 4.361143589019775, 5.282575607299805, 5.024988174438477, 5.141723155975342, 5.419162273406982, 4.7751922607421875, 4.394652843475342, 4.112720489501953, 4.562845706939697, 4.595065116882324, 4.634914398193359, 4.252403736114502, 4.807819843292236, 5.492265701293945, 5.5317230224609375, 4.977789402008057]",-415.83250856399536
62,"[6.077578544616699, 4.977972507476807, 4.8396406173706055, 4.7728447914123535, 5.116726398468018, 4.612646579742432, 4.016911029815674, 4.304483413696289, 5.007357597351074, 4.3106465339660645, 5.422704219818115, 5.595663070678711, 4.595032215118408, 5.486307621002197, 5.396742820739746, 4.194322109222412, 5.073548316955566, 3.944403886795044, 4.9208083152771, 4.884846210479736, 4.043551921844482, 5.484708786010742, 4.664422988891602, 4.731263160705566, 4.533417224884033, 4.250958442687988, 5.019704341888428, 4.767094612121582, 4.660006046295166, 4.473258018493652, 3.8917338848114014, 4.6631951332092285, 4.490865707397461, 4.642433166503906, 4.807277679443359, 4.471834182739258, 4.522500038146973, 4.890335559844971, 4.905250549316406, 5.379724979400635, 4.739877223968506, 4.17443323135376, 4.471231937408447, 4.976648330688477, 4.697140693664551, 4.899881839752197, 4.122045516967773, 4.061614990234375, 5.064985752105713, 5.428530216217041, 4.519163131713867, 4.940799236297607, 5.038309097290039, 4.578017711639404, 4.620126247406006, 4.787811279296875, 4.7448272705078125, 4.678358554840088, 4.651083469390869, 5.637934684753418, 4.946394920349121, 5.388264179229736, 4.754419803619385, 4.485039710998535, 4.7822747230529785, 4.838977813720703, 4.87944221496582, 5.832815647125244, 4.797548294067383, 4.405458450317383, 4.655934810638428, 4.506054401397705, 4.861027240753174, 5.336045265197754, 5.258894920349121, 5.248960971832275, 5.090112209320068, 4.120473384857178, 5.619205951690674, 4.6244964599609375, 4.040212154388428, 4.400758743286133, 4.590595245361328, 5.269121170043945, 5.290788650512695, 4.273890018463135, 4.520698070526123, 4.858189105987549, 4.582787990570068, 4.887402534484863, 4.663905620574951, 4.389343738555908, 5.356263160705566, 4.912513256072998, 5.113362789154053, 5.362802982330322, 4.868439674377441, 4.452639102935791, 4.194042682647705, 4.618014812469482, 4.4069108963012695, 4.747790813446045, 4.366623878479004, 5.098183631896973, 5.5124077796936035, 5.573497295379639, 5.12427282333374]",-412.9558777809143
63,"[5.97816276550293, 5.084626197814941, 4.814579963684082, 4.804808616638184, 5.127995491027832, 4.651150703430176, 3.85914945602417, 4.309520721435547, 4.991842269897461, 4.390753746032715, 5.414453029632568, 5.756799697875977, 4.560199737548828, 5.457314968109131, 5.320359230041504, 4.21030330657959, 5.371882438659668, 3.9301795959472656, 4.88587760925293, 4.92513370513916, 4.072906970977783, 5.2943806648254395, 4.678505897521973, 4.685347557067871, 4.551200866699219, 4.254659175872803, 5.026692867279053, 4.738779544830322, 4.608376979827881, 4.451787948608398, 3.8836076259613037, 4.644164085388184, 4.72176456451416, 4.5729546546936035, 4.625594139099121, 4.501399517059326, 4.498318195343018, 4.8917155265808105, 5.019315719604492, 5.35528564453125, 4.778400897979736, 4.140908241271973, 4.466525077819824, 4.980307102203369, 4.670277118682861, 4.802402019500732, 4.178402900695801, 4.165205001831055, 5.034141540527344, 5.58349609375, 4.472972869873047, 4.976278781890869, 5.040491580963135, 4.619912147521973, 4.685390472412109, 4.863067626953125, 4.921357154846191, 4.708587169647217, 4.64569616317749, 5.62152624130249, 4.878909587860107, 5.530510902404785, 4.8274335861206055, 4.5065693855285645, 5.951358318328857, 4.917683124542236, 4.8722124099731445, 5.786087989807129, 4.791238307952881, 4.328330993652344, 4.721683025360107, 4.540868759155273, 5.701366901397705, 4.750394821166992, 5.4306230545043945, 5.249971866607666, 6.358236789703369, 4.161916255950928, 5.682089805603027, 4.638354301452637, 4.128543376922607, 4.350532054901123, 4.552553176879883, 5.255128860473633, 5.279584884643555, 4.268723011016846, 4.506276607513428, 4.941780090332031, 4.576539516448975, 4.8705291748046875, 4.569211483001709, 4.321539402008057, 5.344568729400635, 4.946969032287598, 5.182934284210205, 5.194830417633057, 5.050893783569336, 4.4756646156311035, 4.183985233306885, 4.534832000732422, 4.582499027252197, 4.580737590789795, 4.289461135864258, 4.902318954467773, 5.510849952697754, 5.57220983505249, 4.969944000244141]",-420.4298596382141
